"groupId","groupDisplayName","groupAssignedLicensesDisabledPlans","groupAssignedLicensesSkuNames","userId","userPrincipalName","userDisplayName","userMail"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","c8568f9c-d112-4c51-b4c5-e6fd0b213708","user_10-13@thefoggi.com","user_10-13","user_10-13@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","8b59dbce-e11a-4647-9f2e-cd4995793069","user_10-15@thefoggi.com","user_10-15","user_10-15@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","1bd592ee-69e5-4fb8-bb13-693afc51ed89","user_10-14@thefoggi.com","user_10-14","user_10-14@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","bbb38755-a457-4e50-a888-67f2e294f407","user_10-1@thefoggi.com","user_10-1","user_10-1@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","e494ab62-fb45-4d77-b358-274f4056724a","user_10-8@thefoggi.com","user_10-8","user_10-8@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","fa79d377-3b84-4a50-8cef-f9bcb691ac2e","user_10-16@thefoggi.com","user_10-16","user_10-16@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","66699396-3c4b-49d2-b209-06c2cf3ea512","user_10-19@thefoggi.com","user_10-19","user_10-19@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","cd3fcd8e-46de-4be9-ad37-90010e7c8ba3","user_10-9@thefoggi.com","user_10-9","user_10-9@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","fa777ae6-7faa-4197-a35f-505d2995d3e5","user_10-3@thefoggi.com","user_10-3","user_10-3@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","c1add5d4-a7b7-4b0d-ad56-7e16ac30f8dd","user_10-7@thefoggi.com","user_10-7","user_10-7@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","a78fae81-f9a4-484b-9641-3965704abe26","user_10-6@thefoggi.com","user_10-6","user_10-6@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","e257093b-40bc-4aa1-949a-9ed0e02b5e99","user_10-18@thefoggi.com","user_10-18","user_10-18@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","2685d696-82e9-48ca-a90a-a17aa8772555","user_10-10@thefoggi.com","user_10-10","user_10-10@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","9e7ef7bb-a3ce-444b-a4da-b97d7bddd808","user_10-11@thefoggi.com","user_10-11","user_10-11@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","0dadbeb4-e3fd-4c73-b7db-16fb896bf4d5","user_10-0@thefoggi.com","user_10-0","user_10-0@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","eed27221-5667-4879-b403-cfff125e3c86","user_10-2@thefoggi.com","user_10-2","user_10-2@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","98e32a12-c79e-4a2a-b051-3149f56f9197","user_10-5@thefoggi.com","user_10-5","user_10-5@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","57cc5d83-c90e-47b1-b767-a4ce9131c795","user_10-17@thefoggi.com","user_10-17","user_10-17@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","ac01c693-9afd-4d3b-9e1a-688ee5d49190","user_10-12@thefoggi.com","user_10-12","user_10-12@thefoggi.com"
"d5935752-b2fb-47ba-802a-4718adf2b040","Lic_Office365_E3_NoYammer","YAMMER_ENTERPRISE","Office 365 E3","5e31415a-dffe-4cb4-ac52-57340c4b61d6","user_10-4@thefoggi.com","user_10-4","user_10-4@thefoggi.com"
